sr_pcode,state_region,ts_pcode,township,vt_pcode,village_tract,village_pcode,village,village_mya_mmr3
MMR002,Kayah,MMR002002,Demoso,MMR002002003,Nan Mei Khon,168403,Myo Ma (Kayan),မြို့မ (ကယန်း)
MMR002,Kayah,MMR002002,Demoso,MMR002002003,Nan Mei Khon,168402,Myo Ma (Shan),မြို့မ (ရှမ်း)
MMR002,Kayah,MMR002002,Demoso,MMR002002010,Naung Pale,168443,Ki Hpu,ကိဖု
MMR002,Kayah,MMR002002,Demoso,MMR002002010,Naung Pale,168444,Law Si,လောစီ
MMR002,Kayah,MMR002002,Demoso,MMR002002010,Naung Pale,168441,Lay Maing,(၄) မိုင်
MMR002,Kayah,MMR002002,Demoso,MMR002002010,Naung Pale,168442,Myay Ni Kone,မြေနီကုန်း
MMR002,Kayah,MMR002002,Demoso,MMR002002010,Naung Pale,168439,Naung Pale,နောင်ပုလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002010,Naung Pale,168440,Saw Baw Thea,ဆော်ဘောသဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168507,Daw Du,ဒေါဒူ
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168512,Daw Ka Loe Khu,ဒေါကလိုးခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168515,Daw Kha Laik Lin,ဒေါခလိုက်လင်း
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168510,Daw Ngan Yauk,ဒေါငံရောက်
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168513,Daw Paw Ka Le,ဒေါပေါ်ကလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168511,Hpa Yar Ngoke To,ဘုရားငုတ်တို
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168508,Htay Tu Hpya,ထေးတူဖျ
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168518,Kyauk Se Kan,ကျောက်ဆည်ကန်
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168506,Ngwe Taung,ငွေတောင်
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168519,Ngwe Taung Se,ငွေတောင်ဆည်
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168509,Nyaung Kone,ညောင်ကုန်း
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168514,Par Daw Du,ပါဒေါဒူ
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168516,Saik Kwin (1),စိုက်ကွင်း (၁)
MMR002,Kayah,MMR002002,Demoso,MMR002002021,Ngwe Taung,168517,Saik Kwin (2),စိုက်ကွင်း (၂)
MMR002,Kayah,MMR002002,Demoso,MMR002002004,Oh Kay,168405,Daw Ta Say,ဒေါတ​ဆေး
MMR002,Kayah,MMR002002,Demoso,MMR002002004,Oh Kay,168406,Kyun Taw,ကျွန်းတော
MMR002,Kayah,MMR002002,Demoso,MMR002002004,Oh Kay,168404,Oh Kay,အိုကေ
MMR002,Kayah,MMR002002,Demoso,MMR002002004,Oh Kay,220968,Thar Yat,သာယပ်
MMR002,Kayah,MMR002002,Demoso,MMR002002020,Pan Pet,168505,Pan Pet Daw Ki,ပန်ပက်ဒေါကီး
MMR002,Kayah,MMR002002,Demoso,MMR002002020,Pan Pet,168504,Pan Pet Ka Tel Ku,ပန်ပက်ကတယ်ကူ
MMR002,Kayah,MMR002002,Demoso,MMR002002020,Pan Pet,168503,Pan Pet Pei Ma Saung,ပန်ပက်ပယ်မဆောင်
MMR002,Kayah,MMR002002,Demoso,MMR002002020,Pan Pet,168502,Pan Pet Saung Lu,ပန်ပက်ဆောင်းလူး
MMR002,Kayah,MMR002002,Demoso,MMR002002020,Pan Pet,168501,Pan Pet Ywan Ku,ပန်ပက်ရွမ်းကူ
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,220964,Bat Ta Lein,ဘတ်တလိန်
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,168525,Daw Bu Ngan Yei,ဒေါဘူးငံရယ်
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,168523,Daw Poe Si,ဒေါပိုးစီ
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,168524,Gaw Ya Khar Ywar,ဂေါ်ရခါးရွာ
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,168522,Ho Hpate,ဟိုဖိတ်
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,168520,San Pya Chauk Maing,စံပြ (၆) မိုင်
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,168521,Wan La Htwar,ဝမ့်လထွား
MMR002,Kayah,MMR002002,Demoso,MMR002002022,San Pya Chauk Maing,220965,Zee Hpyu Kone,ဇီးဖြူကုန်း
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168488,Aye Naung Pale,အေနောင်ပုလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168493,Daw Ta Wi,ဒေါတဝီ
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168495,Khu Pa Yar Pa To Ngan,ခူးပရာပတိုငံ
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,220967,Kwaing Ngan Ywar Thit,ကွိုင်ငံရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168490,Kwaing Ngant,ကွိုင်ငံ့
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168492,Ngan Yoe,ငံရိုး
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168487,Saung Du Lar,ဆောင်ဒူလာ
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168494,Saw Pa Htan,ဆော်ပထန်
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168491,So Dei Khu,ဆိုဒဲ့ခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002017,Saung Du Lar,168489,Yu Sa Mo So,ယူဆမိုဆို
MMR002,Kayah,MMR002002,Demoso,MMR002002006,Saung Du Ywar Thit,168418,Done Ka Mee,ဒုန်းကမီး
MMR002,Kayah,MMR002002,Demoso,MMR002002006,Saung Du Ywar Thit,168419,Han Thaw Kho,ဟန်သောခို
MMR002,Kayah,MMR002002,Demoso,MMR002002006,Saung Du Ywar Thit,168416,Pu Hpar,ပူဖား
MMR002,Kayah,MMR002002,Demoso,MMR002002006,Saung Du Ywar Thit,168414,Saung Du Ywar Thit,ဆောင်ဒူရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002006,Saung Du Ywar Thit,168417,Si Li Done,ဆီလီဒုန်း
MMR002,Kayah,MMR002002,Demoso,MMR002002006,Saung Du Ywar Thit,168415,Thay Su Le Ywar Thit,သေးဆူလဲရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002001,Sin Taung,168395,Kat Hpei Khu,ကပ်ဖယ်ခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002001,Sin Taung,168392,Li Woe,လီဝိုး
MMR002,Kayah,MMR002002,Demoso,MMR002002001,Sin Taung,168391,Sin Taung,ဆင်တောင်
MMR002,Kayah,MMR002002,Demoso,MMR002002001,Sin Taung,168393,Wi Thea Ku (North),ဝီသဲကူး (မြောက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002001,Sin Taung,168394,Wi Thea Ku (South),ဝီသဲကူး (တောင်)
MMR002,Kayah,MMR002002,Demoso,MMR002002008,Thay Su Le,168428,Kone Thar,ကုန်းသာ
MMR002,Kayah,MMR002002,Demoso,MMR002002008,Thay Su Le,168426,Thay Su Le (East),သေးဆူလဲ (အရှေ့)
MMR002,Kayah,MMR002002,Demoso,MMR002002008,Thay Su Le,168427,Thay Su Le (North),သေးဆူလဲ (မြောက်)
MMR002,Kayah,MMR002002,Demoso,MMR002002008,Thay Su Le,168425,Thay Su Le (South),သေးဆူလဲ (တောင်)
MMR002,Kayah,MMR002002,Demoso,MMR002002015,War Ban Pa Loet,168476,Htee La Thu Khu,ထီးလသူးခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002015,War Ban Pa Loet,168475,Lwee Ka Hti,လွီးကထိ
MMR002,Kayah,MMR002002,Demoso,MMR002002015,War Ban Pa Loet,168474,Pa Dan Kho,ပဒန်းခို
MMR002,Kayah,MMR002002,Demoso,MMR002002015,War Ban Pa Loet,168473,Pa Say Lar,ပဆေးလာ
MMR002,Kayah,MMR002002,Demoso,MMR002002015,War Ban Pa Loet,168472,War Ban Pa Loet,ဝါဘန်းပလို့
MMR002,Kayah,MMR002002,Demoso,MMR002002007,War Thaw Kho Ywar Thit,168423,Htay Pa Ahr Khu,ထေးပအားခူ
MMR002,Kayah,MMR002002,Demoso,MMR002002007,War Thaw Kho Ywar Thit,168422,Htee Saw Daw Ywar Thit,ထီးဆော်ဒေါရွာသစ်
MMR002,Kayah,MMR002002,Demoso,MMR002002007,War Thaw Kho Ywar Thit,168421,Kwei Thaw Daw,ကွယ်သောဒေါ
MMR002,Kayah,MMR002002,Demoso,MMR002002007,War Thaw Kho Ywar Thit,168424,Lar Le,လားလဲ
MMR002,Kayah,MMR002002,Demoso,MMR002002007,War Thaw Kho Ywar Thit,168420,War Thaw Kho Ywar Thit,ဝါသောခိုရွာသစ်
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168810,Ba Han Lawt,ဗဟန်းလော့
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168813,Gi Lo (Lower),ဂီလို (အောက်)
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168816,Gi Lo (Upper),ဂီလို (အထက်)
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,220971,Htee Wo,ထီးဝို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168812,Ka Bway Doe,ကဗွေဒိုး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168817,Ka Bway Hpoe,ကဗွေဖိုး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168815,Pa Thar Khee,ပသာခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,220972,Sa Law Khee,စလော်ခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168814,Show Sa Tei,ရှိုးစတယ်
MMR002,Kayah,MMR002006,Hpasawng,MMR002006003,Ba Han Lawt,168811,Yaw Hta Ka Gyi,ယော်ထကကြီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006001,Hpasawng,220969,Bi Hi Htar,ဘီဟီထာ
MMR002,Kayah,MMR002006,Hpasawng,MMR002006001,Hpasawng,168801,Hpasawng Taung Paw Ywar,ဖါးဆောင်းတောင်ပေါ်ရွာ
MMR002,Kayah,MMR002006,Hpasawng,MMR002006001,Hpasawng,168805,Khe Ma Hpyu,ခဲမဖြူ
MMR002,Kayah,MMR002006,Hpasawng,MMR002006001,Hpasawng,168804,Nan Hu Kone,နန်းဟူးကုန်း
MMR002,Kayah,MMR002006,Hpasawng,MMR002006001,Hpasawng,168803,Nant Kit,နန့်ကစ်
MMR002,Kayah,MMR002006,Hpasawng,MMR002006001,Hpasawng,168802,Par Pu,ပါပု
MMR002,Kayah,MMR002006,Hpasawng,MMR002006001,Hpasawng,220970,Su See,စုစည်း
MMR002,Kayah,MMR002006,Hpasawng,MMR002006008,Ka Rei Khee,168854,Day Kar Khee,ဒေးကာခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006008,Ka Rei Khee,168853,Ka Rei Khee,ကရယ်ခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006008,Ka Rei Khee,168856,Pa Hoe Ywar,ပဟိုးရွာ
MMR002,Kayah,MMR002006,Hpasawng,MMR002006008,Ka Rei Khee,168857,Pei Sar Khee,ပယ်ဆာခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006008,Ka Rei Khee,168855,Yu Hei Daw Kho,ယူဟဲဒေါခို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006005,Kaw Thu Doe,168832,Hpa Lo Htee,ဖလိုးထီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006005,Kaw Thu Doe,168833,Hpaw Bu Kho,ဖောဘူးခို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006005,Kaw Thu Doe,168829,Kaw Thu Doe,ကော်သူဒိုး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006005,Kaw Thu Doe,168834,Loe Law Htee,လိုလော်ထီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006005,Kaw Thu Doe,168831,Shaw Daw Kho,ရှောဒေါခို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006005,Kaw Thu Doe,168830,Yoe Do Lay Kho,ယိုးဒိုလေးခို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168819,Bu Kho,ဘူးခို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168820,Ho Mu Ka Lat,ဟိုမူကလပ်
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168827,Hto Ka Du,ထိုကဒူး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168822,Ka Tho Khee (Lower),ကသိုခီး (အောက်)
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168821,Ka Tho Khee (Upper),ကသိုခီး (အထက်)
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168818,Kwar Khee,ကွာခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168825,Kwar Sar Khee,ကွာဆာခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168824,Lel Po,လယ်ပို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168823,Mway Lay Kho,မွေလေးခို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168826,Pwar Do,ပွာဒို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006004,Kwar Khee,168828,Wai War Bo,ဝေဝါဘို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168842,Bu Law Pei,ဘူးလော်ပယ်
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,220973,Do Mu Pei,ဒိုမူပယ်
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168837,Lo Khar Lo,လိုခါးလို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168835,Mawchi (Lower),မော်ချီး (အောက်)
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168836,Mawchi (Taung Paw Ywar),မော်ချီးတောင်ပေါ်ရွာ
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168840,Pa Thar Khee,ပသာခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168841,Swar Po,စွာပို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168839,Swee Lo,ဆွီးလို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168838,Ta Nan Lawt,တနန်းလော့
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,220974,Yae Pu,ရေပူ
MMR002,Kayah,MMR002006,Hpasawng,MMR002006006,Mawchi,168843,Ywar Thea Do,ရွာသဲဒို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168849,Baw Day,ဘောဒေး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168846,Khu Baw Hpo,ခုဘောဖို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168844,Mo Sar Khee,မိုဆာခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168845,Mo Sar Lo,မိုဆားလို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168852,Mo Sar Par Doe,မိုဆာပါဒိုး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168847,Pe Kho Khee,ပဲခိုခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168848,Pei Khee,ပယ်ခီး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168850,Pei Lo,ပယ်လို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006007,Mo Sar Khee,168851,Saw Kwar Thi Doe,စောကွာသီဒိုး
MMR002,Kayah,MMR002006,Hpasawng,MMR002006002,Wan Aung,168808,Kyauk Pe Nyo,ကျောက်ပဲညို
MMR002,Kayah,MMR002006,Hpasawng,MMR002006002,Wan Aung,168809,Sut Hpa,ဆွပ်ဖ
MMR002,Kayah,MMR002006,Hpasawng,MMR002006002,Wan Aung,168807,Wan Aung (Kayah),ဝမ်အောင်း (ကယား)
MMR002,Kayah,MMR002006,Hpasawng,MMR002006002,Wan Aung,168806,Wan Aung (Shan),ဝမ်အောင်း (ရှမ်း)
MMR002,Kayah,MMR002003,Hpruso,MMR002003010,Do Mo Saw,168623,Do Mo Saw,ဒိုမိုစော
MMR002,Kayah,MMR002003,Hpruso,MMR002003010,Do Mo Saw,168627,Htee Lo Lu,ထီးလိုလူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003010,Do Mo Saw,168624,Khar Bei,ခါးဘယ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003010,Do Mo Saw,168625,Khaw Tha Khaw,ခေါသခေါ
MMR002,Kayah,MMR002003,Hpruso,MMR002003010,Do Mo Saw,168629,Khee Lo Pa Yar,ခီးလိုပရာ
MMR002,Kayah,MMR002003,Hpruso,MMR002003010,Do Mo Saw,168628,Pa Lay Lar,ပလေလာ
MMR002,Kayah,MMR002003,Hpruso,MMR002003010,Do Mo Saw,168626,Ri Ki Khaw,ရီကီခေါ
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168599,Di Ku Lei,ဒီကူလယ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168597,Doe Lar Saw,ဒိုးလာစော
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168605,Har Saw Kho,ဟာစော်ခို
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168598,Hto Khwi So,ထိုခွိဆို့
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168604,Kaw Thaw,ကော်သော
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168602,Ko Kway,ကိုကွေ
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168603,Taw Law Zar,တော်လောဇာ
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168601,Yar Par Kho,ယာပါခို
MMR002,Kayah,MMR002003,Hpruso,MMR002003007,Doe Lar Saw,168600,Yo Pa Yar,ယိုပရား
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168610,Bi So,ဘီဆို
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168606,Doe Pa Rei,ဒိုးပရယ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168609,Hlyar Du,လျားဒူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168607,Hpu Ka Rar Khu,ဖူးကရားခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168611,Htee Du Khu,ထီးဒူးခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168612,Htee Du Lei,ထီးဒူးလယ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168608,Htee Hlyar So,ထီးလျားဆို
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168614,Law Htaw Ta Naw,လောထောတနော
MMR002,Kayah,MMR002003,Hpruso,MMR002003008,Doe Pa Rei,168613,Whei Thu Taw,ဝှယ်သူတော်
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168616,Bi Yar,ဘီယာ
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168619,Do Mo Kho,ဒိုမိုခို
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168621,Do Yaw (Lower),ဒိုရော (အောက်)
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168620,Do Yaw (Upper),ဒိုရော (အထက်)
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168615,Ho Yar,ဟိုယာ
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168617,Htay Kho,ထေခို
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168618,Hu Mo Hti,ဟူမိုထီ
MMR002,Kayah,MMR002003,Hpruso,MMR002003009,Ho Yar,168622,Li Khu Pa Yar,လီခူပရား
MMR002,Kayah,MMR002003,Hpruso,MMR002003001,Hpruso,168555,Htee Ka Lu Daw,ထီးကလူဒေါ
MMR002,Kayah,MMR002003,Hpruso,MMR002003001,Hpruso,168559,Htee Thaw Ta Nee Ku,ထီးသော်တနီးကူး
MMR002,Kayah,MMR002003,Hpruso,MMR002003001,Hpruso,168556,Khaw Tha Maw,ခေါသမော
MMR002,Kayah,MMR002003,Hpruso,MMR002003001,Hpruso,168557,Law Khu Khu,လောခုခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003001,Hpruso,168558,Law Zar,လောစျာ
MMR002,Kayah,MMR002003,Hpruso,MMR002003001,Hpruso,168554,So Hlyar Ku,ဆိုလျားကူး
MMR002,Kayah,MMR002003,Hpruso,MMR002003002,Htee Paw So,168565,Daw Ku Khu,ဒေါကူးခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003002,Htee Paw So,168564,Daw Ngay Khu,ဒေါညေခု
MMR002,Kayah,MMR002003,Hpruso,MMR002003002,Htee Paw So,168560,Htee Paw So,ထီးပေါ်ဆို
MMR002,Kayah,MMR002003,Hpruso,MMR002003002,Htee Paw So,168563,Htee Thaw Ku,ထီးသော်ကူး
MMR002,Kayah,MMR002003,Hpruso,MMR002003002,Htee Paw So,168562,Ka Dar Lar,ကဒါးလား
MMR002,Kayah,MMR002003,Hpruso,MMR002003002,Htee Paw So,168561,Ngwe Taung Ywar Thit,ငွေတောင်ရွာသစ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168574,Daw Byar Ku,ဒေါဗျာကူး
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168577,Daw Ku Li,ဒေါကူလီ
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168579,Daw Po Shey,ဒေါပိုရှေ့
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168573,Daw Ta Ka Le,ဒေါတကလဲ
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168572,Htee Byar Ngay,ထီးဗျားညေ
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168576,Htee Thea Ku,ထီးသဲကူး
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168571,Kay Hlyar (Kyet Hpoe Gyi),ကေးလျား (ကြက်ဖိုးကြီး)
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168575,Law Hlyar Khu,လောလျာခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003004,Kay Hlar (Kyae Hpoe Gyi),168578,Law Pa Hlyar Le,လောပလျားလဲ
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168640,Bwei Doe Thar,ဘွယ်ဒိုးသာ
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168643,Har Kay Doe,ဟာကေဒိုး
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168644,Hpar Wei,ဖာဝယ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168641,Hpaw Law,ဖေါလော်
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168648,Htaw Tho Khaw,ထော်သိုခေါ
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168646,Htee War Khaw,ထီးဝါခေါ
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168638,Kay Kaw,ကေကော
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168642,Khaw Lay,ခေါလေ
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168647,Saw Lei,ဆော်လယ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168645,Saw Pa Li Kho,စောပလိခို
MMR002,Kayah,MMR002003,Hpruso,MMR002003012,Kay Kaw,168639,Yo Li Kho,ယိုလိခို
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168587,Daw Ka Law Le,ဒေါကလော်လဲ
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168581,Daw Law Khu,ဒေါလောခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168584,Daw See Khu,ဒေါဆီးခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168583,Daw Ta Htaw,ဒေါတထော
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168588,Htar Le,ထားလဲ
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168582,Kho Yar Khu,ခိုးရားခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168585,Law Kyay Khu Daw Thea,လောကျေခူဒေါသဲ
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168580,Mar Kha Yaw Shey,မာခရော်ရှေ့
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168589,Pa Yei Taw,ပရယ်တော်
MMR002,Kayah,MMR002003,Hpruso,MMR002003005,Mar Kha Yaw Shey,168586,Ta Naw Ka Law,တနောကလော
MMR002,Kayah,MMR002003,Hpruso,MMR002003006,Mo So,168593,Daw Kha Yawt Khu,ဒေါခရောက်ခူ
MMR002,Kayah,MMR002003,Hpruso,MMR002003006,Mo So,168592,Daw Ku Lei,ဒေါကူလယ်
MMR002,Kayah,MMR002003,Hpruso,MMR002003006,Mo So,168595,Do Mar Kho,ဒိုမာခို
